field, value, 
id, 137200, 
name, Wainachsrollen German Cookies [heirloom], 
cuisine, European >> Deutschland >> German, 
time, , 
source, , 
instructions, 1. Cream the butter crisco and brown sugar.
2. Add the rest and mix well then make into rolls and refrigerate overnight.
3. Slice 1/4 inches thick and bake on sheet [leave 2 inches in between].
4. Bake at 375F for 5 to 12 minutes [check the cookies].
5. Cool on sheet for a couple minutes and then remove to wire racks.
6. If you want to make the classic version lose the modern ingredients.  The original would have prob used lard but --.
7. Amount of servings vary depending on cookie lovers hunger. If I am feeding the brother in law [a cookie monster] two nephews and two nieces plus sis [not a cookie fan] it makes for 10 people and the cookie monster don't share.  Feel free to add your amount in review. I never actually counted the cookies., 
field, value, 
id, 137208, 
name, German Chocolate Sauerkraut Cake, 
cuisine, European >> Deutschland >> German, 
time, , 
source, , 
instructions, 1. In a mixing bowl cream butter and sugar.
2. Add the eggs one at a time  beating well after each addition.
3. Beat in vanilla.
4. Combine dry ingredients;  add to the creamed mixture alternately with water.
5. Fold in sauerkraut  coconut and pecans.
6. Pour into three greased and floured 9-in.
7. round baki ng  pans.
8. Bake at 350 degrees for 20-24 minutes or until a toothpick inserted near the  center comes out clean.
9. Cool for 10 minutes before removing from pans to wire  racks; cool completely.
10. In a bowl combine melted chocolate and mayonnaise.  Set aside 1-1/4 cups for frosting.
11. To the remaining chocolate mixture add  half of the coconut and pecans; spread between cake layers.
12. Spread reserved  chocolate mixture over top and sides of cake. Combine remaining coconut and  pecans; press onto sides of cake. Store in the refrigerator.
13. Slice with a  serrated knife. Yield: 12-14 servings.
14. *Editors Note: Light or fat-free mayonnaise may not be substituted for  regular mayonnaise. Taste of Home Magazine, 
field, value, 
id, 137203, 
name, Macaroni & Cheese for Celebrations, 
cuisine, European >> Deutschland >> German, 
time, , 
source, , 
instructions, , 
field, value, 
id, 137204, 
name, Farmhouse Ham Cheese and Sauerkraut Sandwiches, 
cuisine, European >> Deutschland >> German, 
time, , 
source, , 
instructions, , 
field, value, 
id, 137201, 
name, Gefullt Krautroladen (Stuffed Cabbage Rolls), 
cuisine, European >> Deutschland >> German, 
time, , 
source, , 
instructions, , 
field, value, 
id, 137209, 
name, Half and Half Dumplings, 
cuisine, European >> Deutschland >> German, 
time, , 
source, , 
instructions, , 
field, value, 
id, 137205, 
name, My Husband's Favourite Chocolate Bavarian, 
cuisine, European >> Deutschland >> German, 
time, , 
source, , 
instructions, , 
field, value, 
id, 137207, 
