field, value, 
id, 147200, 
name, Deep Fried Mozzarella Cheese Sticks, 
cuisine, North American >> Canadian >> Canadian, 
time, , 
source, , 
instructions, 1. Mix together the eggs and water set aside.
2. combine the Italian bread crumbs garlic powder dried oregano and dried parsley.
3. salt and pepper to taste.
4. in a separate container mix flour and cornstarch.
5. cut mozzarella cheese into any desired shape rectangle strips are traditional.
6. One at a time dip mozarella slices into the egg mixture then the breadcrumbs then the flour.
7. fry sticks at 375 F until golden brown and serve with desired dipping sauce., 
field, value, 
id, 147208, 
name, Fig Nut Chicken Roll-ups, 
cuisine, North American >> Canadian >> Canadian, 
time, , 
source, , 
instructions, 1. In a nonstick frypan over medium heat briefly saute apple celery and green onion with poultry seasoning in 1 tablespoon of margarine.
2. In a bowl combine bread cubes figs pinenuts and egg white with sauteed mixture.
3. Place each chicken breast skin side down between 2 pieces (16 inch long) plastic wrap.
4. Pound to 1/4 inch thick with rolling pin (flatten to about 9x7 inches)remove from wrap.
5. Form about 3/4 cup filling into 6 inch long mound along 9 inch side of chicken piece.
6. Tuck in ends and roll up tightly.
7. Secure with toothpicks and/or string.
8. Arrange seam side down on rack in aluminum foil lined baking pan.
9. Combine remaining margarine and honey brush half over chicken rolls.
10. Bake at 375 degrees for 40 to 45 minutes until chicken is tender and golden brown brushing once with remaining margarine-honey mixture.
11. Cool 5 minutes.
12. Remove toothpicks and string and cut crosswise into slices., 
field, value, 
id, 147205, 
name, Downeast Lobster Bake, 
cuisine, North American >> Canadian >> Canadian, 
time, , 
source, , 
instructions, , 
field, value, 
id, 147207, 
name, Quebec Baked Beans, 
cuisine, North American >> Canadian >> Canadian, 
time, , 
source, , 
instructions, 1. Soak beans overnight.
2. Drain water and refill pot. Boil 10 minutes.
3. Skim off foam. Drain beans but Keep water.
4. In bean pot or dutch oven put in all ingredients. Add water from beans to cover beans and 1 or 2 more inches above. Keep leftover water for later.
5. Stir everything well.
6. Cover and put in 225F oven for 8 hours.
7. Check on them occasionally to see if more water is needed to keep beans covered so they don't dry out. Near end they don't need to be fully covered. Ready when beans are soft., 
field, value, 
id, 147209, 
name, Flourless Chocolate Chunk Cookies, 
cuisine, North American >> Canadian >> Canadian, 
time, , 
source, , 
instructions, , 
field, value, 
id, 147206, 
name, Sardine Sandwich Butter, 
cuisine, North American >> Canadian >> Canadian, 
time, , 
source, , 
instructions, , 
field, value, 
id, 147202, 
name, Leek & Potato Soup, 
cuisine, North American >> Canadian >> Canadian, 
time, , 
source, , 
instructions, , 
field, value, 
id, 147204, 
name, Gluten free Apple Cinnamon Muffins, 
cuisine, North American >> Canadian >> Canadian, 
time, , 
source, , 
instructions, 1. Combine the dry ingredients in a bowl.
2. Mix the wet ingredients in another bowl and quickly add to the dry ingredients.
3. Add any additional flavourings and stir very briefly.
4. Put into greased or paper lined muffin cups and bake in a moderate oven (180 degrees) until golden and firm to the touch.
5. Makes about 12 medium sized muffins., 
field, value, 
id, 147201, 
name, Seared Pork Medallions With Saskatoon (Or Blueberry) and Rhubarb, 
cuisine, North American >> Canadian >> Canadian, 
time, , 
source, , 
instructions, , 
field, value, 
id, 147203, 
name, Maple Cranberry Chicken Breasts, 
cuisine, North American >> Canadian >> Canadian, 
time, , 
source, , 
instructions, , 
field, value, 
id, 147210, 
name, Cheese and Asparagus Rolls, 
cuisine, North American >> Canadian >> Canadian, 
time, , 
source, , 
instructions, , 
field, value, 
id, 147211, 
name, Sesame Chicken Salad, 
cuisine, North American >> Canadian >> Canadian, 
time, , 
source, , 
instructions, , 
field, value, 
id, 147212, 
name, V.o. Canadian Cooler, 
cuisine, North American >> Canadian >> Canadian, 
time, , 
source, , 
instructions, , 
field, value, 
id, 147213, 
name, Steak Salad With Buttermilk Dressing, 
cuisine, North American >> Canadian >> Canadian, 
time, , 
source, , 
instructions, , 
field, value, 
id, 147214, 
name, Triple Hitter Muffins (Toddler Muffins), 
cuisine, North American >> Canadian >> Canadian, 
time, , 
source, , 
instructions, , 
field, value, 
id, 147216, 
name, Peas Please, 
cuisine, North American >> Canadian >> Canadian, 
time, , 
source, , 
instructions, , 
field, value, 
id, 147215, 
name, Wild Blueberry Streusel Coffee Cake, 
cuisine, North American >> Canadian >> Canadian, 
time, , 
source, , 
instructions, 1. Preheat oven to 400F Streusel mixture: Cut the cold butter into the dry ingredients until uniformly crumbly add nuts.
2. Cake: Sift and combine dry ingredients in mixing bowl.
3. Add blueberries.
4. In another bowl beat eggs milk and melted butter.
5. Combine milk mixture with the dry ingredients.
6. Stir until blended.
7. Put half of the batter in a greased and floured 9" square pan.
8. Sprinkle streusel mixture over batter.
