field, value, 
id, 97200, 
name, Mustardy Beef, 
cuisine, Latin American >> South American >> Argentine, 
time, , 
source, , 
instructions, 1. Add wine paprika pepper and Dijon mustard to slow cooker.  Start cooker on high.
2. Add beef and mushrooms.  Cook on high for 2 hours.
3. Reduce to low for 30 minutes  At this stage you can check you meat and decide if you want to cook it further before adding the other veg.  This would depend on the cut used and how tender you want the meat.
4. Add sweet potato.  Cook for another 30 minutes.
5. Add asparagus and similar amount of green beans.  Cook for 30 minutes.
6. Take out 1 cup of liquid and mix sour cream into it.  Mix back into stew.
7. Serve., 
field, value, 
id, 97208, 
name, Spicy Beef Cheese & Potato Entree-Dip, 
cuisine, Latin American >> South American >> Argentine, 
time, , 
source, , 
instructions, 1. In an extra large skillet (or wok) brown the ground beef drain and place beef back in skillet.
2. Add the water taco seasoning garlic onions cayenne pepper black pepper and jalapenos to the beef and allow to simmer over low medium heat.
3. In a separate large skillet or deep fryer begin frying the potatoes.
4. When the beef mixture has reduced to the point that most of the water is gone add the cheese to it.
5. Once cheese has melted in beef mixture mix in the fried potatoes and black olives., 
field, value, 
id, 97209, 
name, Beef Stroganoff W-O Mushrooms, 
cuisine, Latin American >> South American >> Argentine, 
time, , 
source, , 
instructions, 1. Brown beef in large skillet; add onion and garlic powder. Aslo add salt and pepper to your liking.
2. Cook until onion is golden brown.
3. Add beef bouilion and water stir until bouillon is disolved.
4. Add tomato paste and simmer for 5 to 10 minutes on medium heat.
5. Stir in sour cream and cook for about 2 minutes on low heat occasionally stirring.
6. Serve over hot egg noodles., 
field, value, 
id, 97210, 
name, Best Ever Crockpot Beef Stew, 
cuisine, Latin American >> South American >> Argentine, 
time, , 
source, , 
instructions, 1. Shake the beef stew meat in a brown paper bag or resealable plastic bag with the flour and seasoning salt until evenly coated.
2. Heat the olive oil in a skillet. Add the floured stew meat to the pan and brown on all sides. Remove using a slotted spoon or tongs & place into the bottom of a slow cooker. Season with pepper.
3. Saute the diced onion for 2 minutes. Transfer the onions into the slow cooker as well.
4. Pour in to the skillet the worcestershire sauce water and beef demi glace and whisk until mixed making sure you scrape up any browned bits in the bottom of the pan. Turn off the heat and set aside.
5. Add the diced potatoes carrots celery and bay leaves to the slow cooker.
6. Pour the broth mixture in the crockpot over the vegetables.
7. Cover and cook on low for 8 hours. Remove the bay leaves before serving., 
field, value, 
id, 97202, 
name, Mexican Beef Tips (Crockpot or Stovetop), 
cuisine, Latin American >> South American >> Argentine, 
time, , 
source, , 
instructions, , 
field, value, 
id, 97206, 
name, Beef Enchiladas, 
cuisine, Latin American >> South American >> Argentine, 
time, , 
source, , 
instructions, , 
field, value, 
id, 97207, 
name, Hawaiian Bread Dip (Original Recipe), 
cuisine, Latin American >> South American >> Argentine, 
time, , 
source, , 
instructions, , 
field, value, 
id, 97203, 
name, Roast Beef with Mushroom & Onions, 
cuisine, Latin American >> South American >> Argentine, 
time, , 
source, , 
instructions, , 
field, value, 
id, 97205, 
name, Hamburger Beef Jerky, 
cuisine, Latin American >> South American >> Argentine, 
time, , 
source, , 
instructions, , 
field, value, 
id, 97201, 
name, BBQ'd Beef Ribs, 
cuisine, Latin American >> South American >> Argentine, 
time, , 
source, , 
instructions, , 
field, value, 
id, 97204, 
name, Joyce Lamont's Ground Beef Stroganoff, 
cuisine, Latin American >> South American >> Argentine, 
time, , 
source, , 
instructions, 1. Cook noodles according to package directions.
2. When they are tender drain them and toss them with 2 tablespoons butter- Put the noodles in a 2-quart casserole.
3. Melt 2 tablespoons butter in a large skillet.
4. Add the onions and mushrooms and sauce for 5 minutes stirring continuously.
5. Add ground beef and cook and stir until meat is browned.
6. Add almonds soup sour cream salt pepper and brandy.
7. Spoon meat mixture over the noodles in the casserole.
8. Bake uncovered for 30 minutes at 375 degrees., 
field, value, 
id, 97211, 
name, Tenderloin of Beef, 
cuisine, Latin American >> South American >> Argentine, 
time, , 
source, , 
instructions, 1. Bring tenderloin to room temperature.
2. Preheat oven to 450 degrees.
3. Rub tenderloin with oil.
4. Sprinkle with the Lawry's Seasoned Salt and Garlic Pepper and pat in to adhere.
5. Set on the middle rack of your oven and cook for approximately 30 minutes or until the temperature registers 130°F (for medium rare).
6. Remove from over and allow it to rest for 15 minutes before slicing., 
field, value, 
id, 97219, 
name, Ground Beef Colby Cheese Enchiladas, 
cuisine, Latin American >> South American >> Argentine, 
time, , 
source, , 
instructions, , 
field, value, 
id, 97214, 
name, Beef Brisket Rub by Mean Chef, 
cuisine, Latin American >> South American >> Argentine, 
time, , 
source, , 
instructions, , 
field, value, 
id, 97213, 
name, Beef and Scallops, 
cuisine, Latin American >> South American >> Argentine, 
time, , 
source, , 
instructions, , 
field, value, 
id, 97212, 
name, Cheaters Beef Stroganoff, 
cuisine, Latin American >> South American >> Argentine, 
time, , 
source, , 
instructions, 1. Cook noodles according to package instructions. Drain and set aside.
2. Cut beef into ½-inch cubes. Melt butter in a large skillet over medium heat. Sauté onion for 3 minutes or until tender. Add beef salt pepper and mushrooms. Sauté for 1 minute. Stir in cream of mushroom soup and water. Simmer for 10 minutes stirring occasionally. Add sour cream and mix well. Serve over noodles., 
field, value, 
id, 97218, 
name, Beef and Hominy, 
cuisine, Latin American >> South American >> Argentine, 
time, , 
source, , 
instructions, 1. Saute the meat celery garlic and onions in oil until onions are slightly soft.
2. Add the chiles tomato sauce celery salt cumin chili powder and pepper and simmer for 5 minutes.
3. Add drained hominy to the meat mixture and cook until hominy absorbs the color of the sauce.
4. Place in serving bowl and top with grated cheddar.
5. Makes 6 to 8 servings., 
field, value, 
id, 97216, 
name, Cheesy Beef and Rice Bake, 
cuisine, Latin American >> South American >> Argentine, 
time, , 
source, , 
instructions, , 
field, value, 
id, 97215, 
name, Chi Chi's Beef Chimichangas, 
cuisine, Latin American >> South American >> Argentine, 
time, , 
source, , 
instructions, 1. In a saucepan mix the sauce ingredients (excluding the cornstarch and water). Bring to a boil lower the heat and continue to simmer stirring occasionaly while you complete the recipe. It should end up reduced to about half. Once reduced stir in the cornstarch mixed with the water. Cook until thickened and  set aside.
2. Brown the ground beef drain and stir in the fiesta restaurante seasoning mix and 1/2 cup water and simmer for 5 minutes.
3. Divide the meat evenly on the tortillas (1/3 of the way down the tortilla) do the same with the cheese.
4. Roll the tortilla (starting at the end with the meat/cheese) after rolling once  fold in the ends and finish rolling. To hold it together you may need to use toothpicks or a flour and water mixture to seal them.
5. Fry until golden brown or bake in the oven.To bake in the oven: brush with vegtable oil or butter and bake on middle shelf at 400 degrees for 25 minutes. Finish under the broiler for approx 2-3 minutes until golden brown. Watch carefully when under the broiler.
6. Serve with sauce over the top garnish with a dollop of sour cream and sliced green onions. I usually serve this with some shredded lettuce and diced tomatoes or refried beans.
7. Enjoy!, 
field, value, 
id, 97217, 
name, Stewed Beef Chunks, 
cuisine, Latin American >> South American >> Argentine, 
time, , 
source, , 
instructions, , 
field, value, 
id, 97220, 
name, Spoil the Son-In-Law Borshch, 
cuisine, Latin American >> South American >> Argentine, 
time, , 
source, , 
instructions, 1. In a large soup pot boil meat and bones in water.  Remove the foam.  Cook on a low boil or high simmer for about 1 hour.
