field, value, 
id, 127200, 
name, Farfalle Al Salmone Affumicato (Pasta With Smoked Salmon Cream), 
cuisine, European >> Italian >> Italian, 
time, , 
source, , 
instructions, 1. Cook the pasta in lots of boiling salted water until dente.  Drain and set aside.
2. In a large skillet saute garlic in butter over medium heat for 2 minutes careful not to let the garlic brown or burn.  Add vodka and cook a further minute or so for alcohol to evaporate. Add half and half and cream cheese and whisk until the cream cheese has melted into the sauce.  Add the pepper and simmer for 2 minutes.
3. Add the cooked pasta to the sauce and all of the smoked salmon.  Keep tossing and cooking the pasta in the sauce for 1-2 minutes so that the pasta absorbs some of the sauce but is still coated in a 'runny' and creamy sauce.
4. Garnish at table with freshly-grated parmegiano-reggiano cheese and more freshly-cracked black pepper as desired., 
field, value, 
id, 127208, 
name, Capsicum and Artichoke Risotto, 
cuisine, European >> Italian >> Italian, 
time, , 
source, , 
instructions, 1. Heat stock in saucepan and simmer gently.
2. Fry onion in oil in another saucepan until softened.
3. Add rice and garlic to onion coat rice in oil
4. Stir over heat 2 minutes.
5. Add hot stock to rice one cup at a time.
6. Stir till stock absorbed before adding next cup.
7. This will take 15 - 20 mins till all stock absorbed.
8. Add other ingredients  heat through.
9. Season and serve with parmesan on top., 
field, value, 
id, 127209, 
name, Garlic Hummus Pasta, 
cuisine, European >> Italian >> Italian, 
time, , 
source, , 
instructions, , 
field, value, 
id, 127207, 
name, Tomato Ham and Mozzarella Ciabatta, 
cuisine, European >> Italian >> Italian, 
time, , 
source, , 
instructions, , 
field, value, 
id, 127203, 
name, Boneless Chicken Breasts With Mushrooms ( Italian Style ), 
cuisine, European >> Italian >> Italian, 
time, , 
source, , 
instructions, , 
field, value, 
id, 127206, 
name, Ricotta and Orange Tart, 
cuisine, European >> Italian >> Italian, 
time, , 
source, , 
instructions, , 
field, value, 
id, 127202, 
name, Tia's Crock Pot Spicy Chicken Cacciatore, 
cuisine, European >> Italian >> Italian, 
time, , 
source, , 
instructions, 1. Place chicken in crock pot bone side up.
2. Add all seasonings and vegetables on top of chicken including the optionals if using stop at the butter.
3. Then add the 2 jars of pasta sauce on top. I cook on high for 3-4 hours depending on how thick the chicken breasts are stirring occasionally.
4. When the internal temperature reaches 180°F using a meat thermometer I remove the chicken and debone placing meat back into the sauce.
5. I then add the butter whipping cream and continue to cook for another hour on warm.
6. About 10 minutes before serving I  add the parmesan cheese.
7. Serve over pasta or I use extra wide egg noodles with warm crusty bread!, 
field, value, 
id, 127204, 
name, Black Kettle Pasta With Garlic Butter, 
cuisine, European >> Italian >> Italian, 
time, , 
source, , 
instructions, , 
field, value, 
id, 127205, 
name, Spicy Rigatoni Bake, 
cuisine, European >> Italian >> Italian, 
time, , 
source, , 
instructions, , 
field, value, 
id, 127201, 
name, Italian Meat Sauce, 
cuisine, European >> Italian >> Italian, 
time, , 
source, , 
instructions, 1. In a large saucepan saute the ground beef and Italian sausage over medium-high heat until browned.
2. Remove from pan and drain in a colander; set aside.
3. Place the salt pork in the pan and cook stirring frequently until pork is crispy and all fat is rendered.
4. Add the olive oil and onions to the pan.
5. Reduce heat to medium and saute onions until they are translucent.
6. Add the garlic and saute another 2 or 3 minutes.
7. Return the beef and sausage to the pan and add the remaining ingredients; stir to combine.
8. Taste and adjust seasoning if necessary.
9. Bring up to a boil then reduce heat to medium low.
10. Let bubble gently for about an hour stirring frequently.
11. If the sauce is too thin you can thicken it with a tablespoon or so of tomato paste., 
field, value, 
id, 127210, 
name, Zucchini Pizza Crust, 
cuisine, European >> Italian >> Italian, 
time, , 
source, , 
instructions, , 
field, value, 
id, 127211, 
name, I Fichi E Le Noci Ed Il Formaggio, 
cuisine, European >> Italian >> Italian, 
time, , 
source, , 
instructions, , 
field, value, 
id, 127212, 
name, Creamy Chicken (Or Turkey) Tetrazzini, 
cuisine, European >> Italian >> Italian, 
time, , 
source, , 
instructions, , 
field, value, 
id, 127213, 
name, Easy Pizza Dough for Bread Machine, 
cuisine, European >> Italian >> Italian, 
time, , 
source, , 
instructions, , 
field, value, 
id, 127214, 
name, Braciola - Braciole Di Pollo (Chicken With Prosciutto), 
cuisine, European >> Italian >> Italian, 
time, , 
source, , 
instructions, 1. preheat oven 450 degrees F.
2. Lay chicken on flat surface season with salt and pepper.
3. place slices of ham over breasts until all is used.
4. in bowl- mix parsley bread crumbs cheeses eggs basil and rosemary.
5. layer some filling on each chicken breast on the smaller end roll up the chicken tightly and secure with butchers twine or toothpicks.
6. place in foil pouches and bake 15-20 minutes in shallow pan.
7. make sauce while roasting chicken in large pot saute garlic in olive oil for about 2 minutes.
8. add tomatoes basil and salt let cook for about 45 minutes at a slow boil.
