field, value, 
id, 62200, 
name, Vietnamese Rolls With Peanut Dipping Sauce, 
cuisine, Asian >> Southeast Asian >> Vietnamese, 
time, , 
source, , 
instructions, 1. To prepare sauce combine first 3 ingredients in a small bowl stirring until honey dissolves. Stir in peanuts.
2. To prepare rolls heat oil in a large nonstick skillet over medium-high heat. Add ginger garlic and chicken; sauté 5 minutes. Combine chicken mixture hoisin sauce and chile sauce; chill.
3. Add hot water to a large shallow dish to a depth of 1 inch. Place 1 rice paper sheet in dish. Let stand 30 seconds or just until soft. Place sheet on a flat surface. Arrange 1/4 cup lettuce over half of sheet leaving a 1-inch border. Top lettuce with 1/4 cup chicken mixture 3 cucumber strips 3 bell pepper strips and 3 mint leaves. Folding sides of sheet over filling and starting with filled side roll up jelly-roll fashion. Gently press seam to seal. Place roll seam side down on a serving platter (cover to keep from drying).
4. Repeat procedure with remaining sheets lettuce chicken mixture cucumber strips bell pepper strips and mint leaves. Slice each roll in half diagonally. Serve rolls with sauce., 
field, value, 
id, 62208, 
name, Pei Wei Asian Diner Vietnamese Fresh Shrimp and Mango Rolls, 
cuisine, Asian >> Southeast Asian >> Vietnamese, 
time, , 
source, , 
instructions, 1. Place water fish sauce kosher salt in a sauce pan. Bring it to a boil then reduce to a simmer. Before adding shrimp place the juice from lime in the sauce pan. Place shrimp into water & cook for one minute. Drain & place in refrigerator to cool.
2. In a mixing bowl add chili sauce lime juice fish sauce & salt. Whisk together until evenly mixed. Add noodles carrots cabbage & mint into mixing bowl. Toss to coat vegetables evenly with sauce. Set aside place in refrigerator until ready to roll.
3. Take a cotton napkin & dampen with water ring it out & lay it flat on cutting board. Place hot water in mixing bowl at the top of cutting board. Place all your roll ingredients within arms reach.
4. Place one rice paper round in the hot water & move around gently until it becomes pliable and loose. Gently pull it out & lay it flat on cotton napkin.
5. Place one half of a bibb lettuce leaf on the bottom end of the rice paper. Place 1 ½ oz of vegetable/noodle mix on top of bibb leaf. Place a few thai basil leaves on top then a few cilantro leaves on top. Place 2 slices of mango on top end to end.
6. Place two shrimp on top of the mango. Take the bottom of the rice paper & lift it over the mix rolling it until it start to seal. Take the left side & fold it over like folding an envelope & do the same with the right side to seal both ends. Then continue rolling from the bottom until the roll is sealed.
7. Repeat until you are out of ingredients. Cover with a lightly damp paper towel & refrigerate until ready to serve. Can be served with Chile Sauce or Thai Peanut Dipping Sauce., 
field, value, 
id, 62205, 
name, Honey Ginger Glazed Chicken, 
cuisine, Asian >> Southeast Asian >> Vietnamese, 
time, , 
source, , 
instructions, 1. Heat oil in the wok.
2. Add onion and stir-fry until golden.
3. Add chicken and stir-fry until browned.
4. Add the garlic ginger honey fish sauce soy sauce and five-spice powder.
5. Toss to combine.
6. Cook until chicken is nicely glazed and heated through.
7. Place on serving platter and garnish with cilantro sprigs., 
field, value, 
id, 62207, 
name, Spicy Curry Aioli, 
cuisine, Asian >> Southeast Asian >> Vietnamese, 
time, , 
source, , 
instructions, , 
field, value, 
id, 62206, 
name, Indochine Grouper, 
cuisine, Asian >> Southeast Asian >> Vietnamese, 
time, , 
source, , 
instructions, 1. Clean the filets and pat them dry. If they are thicker at one end than the other create incisions in the deepest part of the flesh to enhance favour.
2. Place filets on top of 2 sheets of alimunium foil.
3. Divide the rest of the ingredients equally between the 2 filets.
4. Place in pre-heated oven 200C for 30 minutes.
5. Serve with rice of noodles., 
field, value, 
id, 62204, 
name, Vietnamese Vegetable Platter, 
cuisine, Asian >> Southeast Asian >> Vietnamese, 
time, , 
source, , 
instructions, , 
field, value, 
id, 62202, 
name, Banh Bo Nuong ( Vietnamese Honey Comb Cake), 
cuisine, Asian >> Southeast Asian >> Vietnamese, 
time, , 
source, , 
instructions, , 
field, value, 
id, 62201, 
name, Chicken and Shrimp Pho, 
cuisine, Asian >> Southeast Asian >> Vietnamese, 
time, , 
source, , 
instructions, , 
field, value, 
id, 62203, 
name, Stir-Fry Chicken with Lemon Grass (Ga Xao Xa), 
cuisine, Asian >> Southeast Asian >> Vietnamese, 
time, , 
source, , 
instructions, , 
field, value, 
id, 62209, 
name, Vietnamese Sandwich, 
cuisine, Asian >> Southeast Asian >> Vietnamese, 
time, , 
source, , 
instructions, , 
field, value, 
id, 62212, 
name, Lemongrass Tofu Banh Mi, 
cuisine, Asian >> Southeast Asian >> Vietnamese, 
time, , 
source, , 
instructions, , 
field, value, 
id, 62211, 
name, Vietnamese Sesame Spareribs, 
cuisine, Asian >> Southeast Asian >> Vietnamese, 
time, , 
source, , 
instructions, , 
field, value, 
id, 62213, 
name, Spicy Shredded Root Pickle, 
cuisine, Asian >> Southeast Asian >> Vietnamese, 
time, , 
source, , 
instructions, 1. Combine carrots radishes and salt in a colander. Let stand 2-3 hours then rinse and squeeze dry. Set aside.
2. Bring the remaining ingredients to a boil in a medium saucepan.
3. Stir in the shredded carrots and radishes and bring back to a boil stirring.
4. Spoon into ½ pint jars seal and process in a waterbath for 15 minutes.
5. Allow to infuse for 1 week before enjoying., 
field, value, 
id, 62216, 
name, Steak Bun (Vietnamese Noodle Bowl), 
cuisine, Asian >> Southeast Asian >> Vietnamese, 
time, , 
source, , 
instructions, , 
field, value, 
id, 62210, 
name, Crab and Asparagus Soup (Xup Mang Cua), 
cuisine, Asian >> Southeast Asian >> Vietnamese, 
time, , 
source, , 
instructions, , 
field, value, 
id, 62215, 
name, Crunchy Shrimp Noodle Salad, 
cuisine, Asian >> Southeast Asian >> Vietnamese, 
time, , 
source, , 
instructions, , 
field, value, 
id, 62221, 
name, Vietnamese Fried Rice, 
cuisine, Asian >> Southeast Asian >> Vietnamese, 
time, , 
source, , 
instructions, 1. Cook onion in the vegetable for one minute on medium heat.
2. Add carrot and cook for about 7 minutes.
3. Add broccoli and cook for 2 minutes.
4. Add sausauge and dried pork roll.
5. Add two eggs and stir.
6. Turn heat to low.
7. Add a pinch of salt and pepper add fish sauce add steamed rice.
8. Stir well.
9. Add Cilantro.
10. Stir well again and turn off heat in five minutes.
11. Enjoy., 
field, value, 
id, 62217, 
name, Vietnamese Shrimp Pops With Peanut Sauce, 
cuisine, Asian >> Southeast Asian >> Vietnamese, 
time, , 
source, , 
instructions, 1. In a medium saucepan combine all sauce ingredients. Whisk constantly over medium heat until smooth and slightly thickened 2-3 minutes; do not allow to boil or simmer. Remove from heat.
2. Put shrimp pop ingredients in food processor and pulse until a chunky paste is formed. Pour oil onto a sheet pan and spread evenly. Using 2 spoons form paste into quenelles. Place quenelles on oiled sheet pan turning to fully coat. Refrigerate 30-60 minutes until firmed up.
3. Preheat a grill (or grill pan) to high heat or preheat broiler. Insert a skewer into each kebab. (If using broiler do not use wooden skewers!).
4. Grill pops over direct heat or on grill pan or under broiler 2-3 minutes on each side. Serve warm with sauce on the side., 
field, value, 
id, 62222, 
name, Monsoon Rolls, 
cuisine, Asian >> Southeast Asian >> Vietnamese, 
time, , 
source, , 
instructions, , 
field, value, 
id, 62219, 
name, Bun Cha - Grilled Vietnamese Pork Skewered Recipe, 
cuisine, Asian >> Southeast Asian >> Vietnamese, 
time, , 
source, , 
instructions, , 
field, value, 
id, 62218, 
name, Grilled Eggs With Vietnamese Seasonings, 
cuisine, Asian >> Southeast Asian >> Vietnamese, 
time, , 
source, , 
instructions, , 
field, value, 
id, 62214, 
name, Fried Caramel Bananas, 
cuisine, Asian >> Southeast Asian >> Vietnamese, 
time, , 
source, , 
instructions, 1. Peel bananas and cut in half lengthways.
2. Place lightly beaten egg in a shallow bowl and the combined ground hazelnuts and breadcrumbs in another shallow bowl.
3. Dip banana pieces firstly into egg and then coat in hazelnut and breadcrumb mixture.
4. Heat cooking oil in a wok to 375ºF and deep-fry bananas in batches until golden brown.
5. Drain on absorbent kitchen paper and keep warm until all the banana has been cooked.
6. For the caramel sauce melt butter in a small pan then add remaining ingredients and stir.
7. Bring to the boil and cook uncovered until sauce has thickened slightly about 8 minutes.
8. Serve each individual portion with icecream of choice., 
field, value, 
id, 62220, 
name, Summer Rolls W - Vietnamese Dipping Sauce, 
cuisine, Asian >> Southeast Asian >> Vietnamese, 
time, , 
source, , 
instructions, 1. Bring a large pot of water to a boil. Reduce to a simmer. Add shrimp; cook until pink and cooked through about 2 minutes. Slice cooked shrimp in half lengthwise. Set aside.
2. In a medium bowl cover rice vermicelli with hot water by 2 inches; let soak for 10 minutes. Drain and rinse under cold water. Set aside.
3. Heat canola oil in a large skillet set over high heat. Add mushrooms and sauté until tender and mushrooms have released most of their liquid. Add vinegar soy sauce hoisin and sesame oil; cook about 1 minute more. Season with salt and pepper. Transfer to a small bowl and let cool to room temperature.
