field, value, 
id, 72200, 
name, Chana Ki Dal Aur Karailay, 
cuisine, Asian >> Indian Subcontinent >> Pakistani, 
time, , 
source, , 
instructions, , 
field, value, 
id, 72208, 
name, Imli Aur Dhaniye Ki Hari Chutney (Tamarind & Cilantro Dip), 
cuisine, Asian >> Indian Subcontinent >> Pakistani, 
time, , 
source, , 
instructions, 1. Blend all the ingredients in a blender or a food processor.
2. If you do not want it too spicy add only 1/2 tablespoon crushed red peppers.
3. Serve with snacks kababs parathas kichdis or whatever you like., 
field, value, 
id, 72209, 
name, Zucchini Ki Bhaji - Stir-Fried Zucchini, 
cuisine, Asian >> Indian Subcontinent >> Pakistani, 
time, , 
source, , 
instructions, 1. Wash the zucchini thoroughly and pat dry. Now cut into quarters lengthwise and then dice into 1" pieces.
2. Put the cut zucchini into a large mixing bowl. Add the bengal gram flour turmeric cumin and red chilli powders salt to taste and mix well to coat all the zucchini pieces.
3. Keep aside for later.
4. Heat the oil in a deep pan on a medium flame till hot.
5. Add the cumin and ajwain seeds and cook till they stop spluttering. Now add the zucchini and mix well.
6. Simmer the flame and cook till the bengal gram flour coating is cooked - it will look golden and give off a cooked aroma. Ideally the zucchini will also be cooked by this time.
7. Serve hot with Chapatis or rice and your favorite Daal., 
field, value, 
id, 72206, 
name, Chapati (Roti), 
cuisine, Asian >> Indian Subcontinent >> Pakistani, 
time, , 
source, , 
instructions, 1. Put the flour in a bowl. Gradually add enough water to make a soft dough (about 7 fl oz of water).
2. Knead the dough for several minutes until smooth. Cover the dough with a damp cloth and set aside for half an hour to rest. If the dough is runny flour your hands and knead for a few more minutes.
3. Form ten equal balls and dust each with flour. Heat up a cast-iron griddle or frying pan over a low flame on a medium heat.
4. Take one of the balls of dough flatten it between the palms of the hands and dust it with flour on both sides.
5. Roll out to a 5 1/2" round and slap the roti onto the heated. surface. Cook for about a minute or until soft bubbles begin to form then turn over and cook for half a minute on the second side. If you have a gas cooker then use tongs to hold the roti in a second flame for 3 seconds on each side. The roti should puff up.
6. Alternatively if you have an electric stove put the roti under a hot grill for a few seconds until it puffs up., 
field, value, 
id, 72202, 
name, Fish and Potato Curry, 
cuisine, Asian >> Indian Subcontinent >> Pakistani, 
time, , 
source, , 
instructions, , 
field, value, 
id, 72204, 
name, Dudhi Halwa, 
cuisine, Asian >> Indian Subcontinent >> Pakistani, 
time, , 
source, , 
instructions, , 
field, value, 
id, 72203, 
name, Motichur Laddoo, 
cuisine, Asian >> Indian Subcontinent >> Pakistani, 
time, , 
source, , 
instructions, , 
field, value, 
id, 72201, 
name, Beef Pasanda, 
cuisine, Asian >> Indian Subcontinent >> Pakistani, 
time, , 
source, , 
instructions, , 
field, value, 
id, 72210, 
name, Mash Ki Dal, 
cuisine, Asian >> Indian Subcontinent >> Pakistani, 
time, , 
source, , 
instructions, 1. heat thoil in pan and fry onion until golden. now add garlic an stir for 2-3 minutes.
2. now add saltred chiliescumin.corriander powderturmeric and little water and stir it .
3. now add ginger tomatoes and dal stir it.now add almost 1 or 1 1/2 cup water and leave it on medium flame .
4. until dal is tender. Sprinkle Garam Masala green chilies and coriander leaves., 
field, value, 
id, 72207, 
name, Aloo Anda Burji, 
cuisine, Asian >> Indian Subcontinent >> Pakistani, 
time, , 
source, , 
instructions, , 
field, value, 
id, 72205, 
name, Chicken Karahi (Wok), 
cuisine, Asian >> Indian Subcontinent >> Pakistani, 
time, , 
source, , 
instructions, , 
field, value, 
id, 72214, 
name, Mirch Keema, 
cuisine, Asian >> Indian Subcontinent >> Pakistani, 
time, , 
source, , 
instructions, , 
field, value, 
id, 72216, 
name, Simple Lahori Chicken Curry, 
cuisine, Asian >> Indian Subcontinent >> Pakistani, 
time, , 
source, , 
instructions, , 
field, value, 
id, 72212, 
name, Chicken Korma (Curry), 
cuisine, Asian >> Indian Subcontinent >> Pakistani, 
time, , 
source, , 
instructions, , 
field, value, 
id, 72217, 
name, Karahi Chicken (Karai), 
cuisine, Asian >> Indian Subcontinent >> Pakistani, 
time, , 
source, , 
instructions, , 
field, value, 
id, 72211, 
name, Seviyan - Sweet Asian Vermicelli (Toasted), 
cuisine, Asian >> Indian Subcontinent >> Pakistani, 
time, , 
source, , 
instructions, 1. Place oil in a medium sauce pan break the vermicelli into inch-long pieces (I find it easy to lay on a chopping board & slice with a large chefs knife) and add to the pan.
2. Cook the vermicelli over a medium heat stirring occasionally. When the vermicelli has browned to a walnut colour -  about 5 minutes add the milk and almonds.
3. Gently bash the cardamom pods with a rolling pin or bottom of a heavy pan to release the seeds. Add the seeds to the cooking pan & add the sugar.
4. Cover and cook for 20 to 25 minutes over medium heat. The vermicelli will begin to soak up the milk. Check every 5 minutes to see how much milk has been absorbed & be careful to stir occasionally.
5. When the milk is almost completely absorbed turn the heat as low as will go & cook with the lid off for around 10 minutes or until the noodles are separated.
6. Serve warm in small bowls topped with the pistachios. To make this a creamy dessert you can also spoon over a little single cream or evaporated milk!
7. (If using the mixed fruit & nut add half of it at the time when the almonds are added & the remainder to decorate like the pistachios)., 
field, value, 
id, 72213, 
name, Wonderful Curry Rice Salad, 
cuisine, Asian >> Indian Subcontinent >> Pakistani, 
time, , 
source, , 
instructions, , 
field, value, 
id, 72218, 
name, Chicken Pulao, 
cuisine, Asian >> Indian Subcontinent >> Pakistani, 
time, , 
source, , 
instructions, , 
field, value, 
id, 72215, 
name, Chappal Kebab, 
cuisine, Asian >> Indian Subcontinent >> Pakistani, 
time, , 
source, , 
instructions, 1. Toast the cumin and coriander in a dry skillet until they start to pop but take care not to burn them.
2. Put all ingredients into a big bowl and work it together with your hands as if you were making a meatloaf.  Once it has formed a workable mass knead it for a few minutes to make the meat smoother.
3. Press into small patties as thin as you can possibly make them.  Mine are about five inches across when they're raw but shrink a lot during cooking.  I find pressing between two sheets of cling film (Saran Wrap or similar) helps me get a really fine patty in one piece.
4. Fry in a hot skillet in the vegetable oil until browned on both sides., 
field, value, 
id, 72223, 
name, Cashew Dal, 
cuisine, Asian >> Indian Subcontinent >> Pakistani, 
time, , 
source, , 
instructions, 1. Boil cashews in milk on a medium heat (or the milk might scorch) until they are fairly soft then blend them with the milk until a thick paste is formed (you may need a bit extra milk it should look like greyish peanut butter). Keep aside.
2. Boil dals until soft but not a paste (you can use a pressure cooker if you have one) with the whole spices. Remove and discard spices but do not drain water.
3. Heat ghee and fry onions until soft and starting to brown add chillies tomato and ginger and fry until the oil rises out of the mixture. Add cashew paste and fry for a couple of minutes more to blend everything together. Add turmeric.
4. Heat a small frying pan and dry fry the ground spices until they smell quite strong (almost a little burnt) then add to the fried onion/cashew paste.
5. Add the fried paste to the boiled dal and stir through on a low heat. Add salt and cream and heat through.
6. Serve with rice or chappati., 
field, value, 
id, 72221, 
name, Rabia's Fantastic Chutney, 
cuisine, Asian >> Indian Subcontinent >> Pakistani, 
time, , 
source, , 
instructions, , 
field, value, 
id, 72222, 
name, Balti Fish Curry, 
